Path;File Condition;Block Condition;Presence Condition;start;end
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;CONFIG_FEATURE_LOADFONT_RAW;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_FEATURE_LOADFONT_RAW;294;300
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;0 || 1;CONFIG_LOADFONT || CONFIG_SETFONT || 0 || 1;306;308
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;CONFIG_LOADFONT;CONFIG_LOADFONT;324;357
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;CONFIG_SETFONT;CONFIG_SETFONT;361;541
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;CONFIG_FEATURE_SETFONT_TEXTUAL_MAP;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_SETFONT || CONFIG_FEATURE_SETFONT_TEXTUAL_MAP;402;415
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;CONFIG_FEATURE_SETFONT_TEXTUAL_MAP;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_SETFONT || CONFIG_FEATURE_SETFONT_TEXTUAL_MAP;466;524
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;CONFIG_FEATURE_CLEAN_UP;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_SETFONT || CONFIG_FEATURE_SETFONT_TEXTUAL_MAP || CONFIG_FEATURE_CLEAN_UP;478;479
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;!CONFIG_FEATURE_CLEAN_UP;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_SETFONT || CONFIG_FEATURE_SETFONT_TEXTUAL_MAP || !CONFIG_FEATURE_CLEAN_UP;480;481
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;CONFIG_FEATURE_CLEAN_UP;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_SETFONT || CONFIG_FEATURE_SETFONT_TEXTUAL_MAP || CONFIG_FEATURE_CLEAN_UP;509;510
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;!CONFIG_FEATURE_CLEAN_UP;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_SETFONT || CONFIG_FEATURE_SETFONT_TEXTUAL_MAP || !CONFIG_FEATURE_CLEAN_UP;511;512
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;CONFIG_FEATURE_CLEAN_UP;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_SETFONT || CONFIG_FEATURE_CLEAN_UP;531;532
console-tools/loadfont.c;CONFIG_LOADFONT || CONFIG_SETFONT;!CONFIG_FEATURE_CLEAN_UP;CONFIG_LOADFONT || CONFIG_SETFONT || CONFIG_SETFONT || !CONFIG_FEATURE_CLEAN_UP;533;534
selinux/chcon.c;CONFIG_CHCON;1;CONFIG_CHCON;1;213
selinux/chcon.c;CONFIG_CHCON;CONFIG_LONG_OPTS;CONFIG_CHCON || CONFIG_LONG_OPTS;145;158
selinux/chcon.c;CONFIG_CHCON;CONFIG_LONG_OPTS;CONFIG_CHCON || CONFIG_LONG_OPTS;173;174
selinux/chcon.c;CONFIG_CHCON;CONFIG_LONG_OPTS;CONFIG_CHCON || CONFIG_LONG_OPTS;182;188
selinux/matchpathcon.c;CONFIG_MATCHPATHCON;1;CONFIG_MATCHPATHCON;1;113
selinux/load_policy.c;CONFIG_LOAD_POLICY;1;CONFIG_LOAD_POLICY;1;39
selinux/getenforce.c;CONFIG_GETENFORCE;1;CONFIG_GETENFORCE;1;49
selinux/selinuxenabled.c;CONFIG_SELINUXENABLED;1;CONFIG_SELINUXENABLED;1;31
selinux/sestatus.c;CONFIG_SESTATUS;1;CONFIG_SESTATUS;1;275
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;60;61
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;62;63
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;69;70
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;71;72
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;121;122
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;123;124
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;133;134
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;135;136
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;148;149
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;150;151
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;157;158
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;159;160
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;175;176
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;177;178
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;194;195
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;196;197
selinux/sestatus.c;CONFIG_SESTATUS;CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || CONFIG_FEATURE_CLEAN_UP;207;208
selinux/sestatus.c;CONFIG_SESTATUS;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SESTATUS || !CONFIG_FEATURE_CLEAN_UP;209;210
selinux/getsebool.c;CONFIG_GETSEBOOL;1;CONFIG_GETSEBOOL;1;89
selinux/getsebool.c;CONFIG_GETSEBOOL;CONFIG_FEATURE_CLEAN_UP;CONFIG_GETSEBOOL || CONFIG_FEATURE_CLEAN_UP;76;77
selinux/getsebool.c;CONFIG_GETSEBOOL;!CONFIG_FEATURE_CLEAN_UP;CONFIG_GETSEBOOL || !CONFIG_FEATURE_CLEAN_UP;78;79
klibc-utils/nuke.c;CONFIG_NUKE;1;CONFIG_NUKE;1;47
klibc-utils/nuke.c;CONFIG_NUKE;0;0;33;39
libbb/mtab.c;CONFIG_FEATURE_MTAB_SUPPORT;1;CONFIG_FEATURE_MTAB_SUPPORT;1;55
libbb/mtab.c;CONFIG_FEATURE_MTAB_SUPPORT;CONFIG_FEATURE_MTAB_SUPPORT;CONFIG_FEATURE_MTAB_SUPPORT;12;53
libbb/get_cpu_count.c;CONFIG_IOSTAT || CONFIG_MPSTAT || CONFIG_POWERTOP;1;CONFIG_IOSTAT || CONFIG_MPSTAT || CONFIG_POWERTOP;1;48
klibc-utils/resume.c;CONFIG_RESUME;1;CONFIG_RESUME;1;123
libbb/logenv.c;CONFIG_ZCIP;1;CONFIG_ZCIP;1;25
libbb/logenv.c;CONFIG_ZCIP;CONFIG_FEATURE_SYSLOG;CONFIG_ZCIP || CONFIG_FEATURE_SYSLOG;20;22
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;1;CONFIG_SETFILES || CONFIG_RESTORECON;1;737
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;CONFIG_FEATURE_SETFILES_CHECK_OPTION;CONFIG_SETFILES || CONFIG_RESTORECON || CONFIG_FEATURE_SETFILES_CHECK_OPTION;82;83
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;CONFIG_FEATURE_SETFILES_CHECK_OPTION;CONFIG_SETFILES || CONFIG_RESTORECON || CONFIG_FEATURE_SETFILES_CHECK_OPTION;486;492
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;CONFIG_FEATURE_SETFILES_CHECK_OPTION;CONFIG_SETFILES || CONFIG_RESTORECON || CONFIG_FEATURE_SETFILES_CHECK_OPTION;619;620
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;CONFIG_FEATURE_SETFILES_CHECK_OPTION;CONFIG_SETFILES || CONFIG_RESTORECON || CONFIG_FEATURE_SETFILES_CHECK_OPTION;627;628
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;CONFIG_FEATURE_SETFILES_CHECK_OPTION;CONFIG_SETFILES || CONFIG_RESTORECON || CONFIG_FEATURE_SETFILES_CHECK_OPTION;636;652
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;CONFIG_FEATURE_CLEAN_UP;CONFIG_SETFILES || CONFIG_RESTORECON || CONFIG_FEATURE_CLEAN_UP;708;709
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SETFILES || CONFIG_RESTORECON || !CONFIG_FEATURE_CLEAN_UP;710;711
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;CONFIG_FEATURE_CLEAN_UP || 1;CONFIG_SETFILES || CONFIG_RESTORECON || CONFIG_FEATURE_CLEAN_UP || 1;727;728
selinux/setfiles.c;CONFIG_SETFILES || CONFIG_RESTORECON;!(CONFIG_FEATURE_CLEAN_UP || 1);CONFIG_SETFILES || CONFIG_RESTORECON || !(CONFIG_FEATURE_CLEAN_UP || 1);729;730
libbb/inode_hash.c;1;1;1;1;103
libbb/inode_hash.c;1;CONFIG_FEATURE_CLEAN_UP;CONFIG_FEATURE_CLEAN_UP;80;101
libbb/replace.c;1;1;1;1;49
libbb/read_printf.c;1;1;1;1;239
libbb/read_printf.c;1;1;1;153;195
libbb/common_bufsiz.c;1;1;1;1;85
libbb/common_bufsiz.c;1;!CONFIG_FEATURE_USE_BSS_TAIL;!CONFIG_FEATURE_USE_BSS_TAIL;48;54
libbb/common_bufsiz.c;1;CONFIG_FEATURE_USE_BSS_TAIL;CONFIG_FEATURE_USE_BSS_TAIL;55;83
libbb/common_bufsiz.c;1;0;CONFIG_FEATURE_USE_BSS_TAIL || 0;57;76
libbb/common_bufsiz.c;1;1;CONFIG_FEATURE_USE_BSS_TAIL || 1;77;81
libbb/common_bufsiz.c;1;0;CONFIG_FEATURE_USE_BSS_TAIL || 1 || 0;78;80
libbb/xfunc_die.c;1;1;1;1;22
libbb/ask_confirmation.c;1;1;1;1;33
libbb/get_line_from_file.c;1;1;1;1;183
libbb/get_line_from_file.c;1;0;0;66;100
libbb/get_line_from_file.c;1;0;0;103;181
libbb/in_ether.c;CONFIG_ARP || CONFIG_IFCONFIG || CONFIG_IFENSLAVE;1;CONFIG_ARP || CONFIG_IFCONFIG || CONFIG_IFENSLAVE;1;58
libbb/getopt32.c;1;1;1;1;625
libbb/getopt32.c;1;CONFIG_LONG_OPTS;CONFIG_LONG_OPTS;9;10
libbb/getopt32.c;1;CONFIG_LONG_OPTS;CONFIG_LONG_OPTS;320;323
libbb/getopt32.c;1;!CONFIG_LONG_OPTS;!CONFIG_LONG_OPTS;324;325
libbb/getopt32.c;1;CONFIG_LONG_OPTS;CONFIG_LONG_OPTS;343;345
libbb/getopt32.c;1;CONFIG_LONG_OPTS;CONFIG_LONG_OPTS;400;439
libbb/getopt32.c;1;1;1;453;454
libbb/getopt32.c;1;CONFIG_LONG_OPTS;CONFIG_LONG_OPTS;538;540
libbb/getopt32.c;1;!CONFIG_LONG_OPTS;!CONFIG_LONG_OPTS;541;542
libbb/getopt32.c;1;CONFIG_LONG_OPTS;CONFIG_LONG_OPTS;612;623
libbb/fclose_nonstdin.c;1;1;1;1;25
libbb/vfork_daemon_rexec.c;1;1;1;1;322
libbb/vfork_daemon_rexec.c;1;1 || 1;1 || 1;23;35
libbb/vfork_daemon_rexec.c;1;0;1 || 1 || 0;25;26
libbb/vfork_daemon_rexec.c;1;0;1 || 1 || 0;28;29
libbb/vfork_daemon_rexec.c;1;1;1;41;131
libbb/vfork_daemon_rexec.c;1;1;1;134;151
libbb/vfork_daemon_rexec.c;1;CONFIG_FEATURE_PREFER_APPLETS || 1;CONFIG_FEATURE_PREFER_APPLETS || 1;212;229
libbb/vfork_daemon_rexec.c;1;1;CONFIG_FEATURE_PREFER_APPLETS || 1 || 1;218;227
libbb/vfork_daemon_rexec.c;1;0;0;235;259
libbb/capability.c;CONFIG_FEATURE_SETPRIV_CAPABILITIES || CONFIG_RUN_INIT;1;CONFIG_FEATURE_SETPRIV_CAPABILITIES || CONFIG_RUN_INIT;1;128
libbb/bb_getsockname.c;1;1;1;1;20
libbb/herror_msg.c;1;1;1;1;39
libbb/bb_do_delay.c;1;1;1;1;68
libbb/bb_do_delay.c;1;0;0;13;14
libbb/bb_do_delay.c;1;0;0;18;26
libbb/bb_do_delay.c;1;1;1;27;28
libbb/bb_do_delay.c;1;0;0;39;49
libbb/bb_do_delay.c;1;1;1;50;65
libbb/write.c;1;1;1;1;19
libbb/print_numbered_lines.c;1;1;1;1;38
libbb/isqrt.c;1;1;1;1;61
libbb/isqrt.c;1;0;0;9;10
libbb/isqrt.c;1;1;1;11;16
libbb/isqrt.c;1;1;1;37;59
libbb/full_write.c;1;1;1;1;43
libbb/parse_mode.c;1;1;1;1;148
libbb/copyfd.c;1;1;1;1;169
libbb/copyfd.c;1;CONFIG_FEATURE_USE_SENDFILE;CONFIG_FEATURE_USE_SENDFILE;10;11
libbb/copyfd.c;1;!CONFIG_FEATURE_USE_SENDFILE;!CONFIG_FEATURE_USE_SENDFILE;12;13
libbb/copyfd.c;1;1;1;35;37
libbb/copyfd.c;1;0;0;38;40
libbb/copyfd.c;1;CONFIG_FEATURE_USE_SENDFILE;CONFIG_FEATURE_USE_SENDFILE;52;53
libbb/copyfd.c;1;!CONFIG_FEATURE_USE_SENDFILE;!CONFIG_FEATURE_USE_SENDFILE;54;55
libbb/copyfd.c;1;1;1;78;91
libbb/copyfd.c;1;1;1;128;130
libbb/copyfd.c;1;0;0;136;143
libbb/hash_md5prime.c;0;1;0;1;446
libbb/hash_md5prime.c;0;1;0;78;79
libbb/hash_md5prime.c;0;0 || 1;0;80;81
libbb/hash_md5prime.c;0;0 || 0;0;82;83
libbb/hash_md5prime.c;0;1;0;86;88
libbb/hash_md5prime.c;0;0;0;89;114
libbb/hash_md5prime.c;0;1;0;139;148
libbb/hash_md5prime.c;0;1;0;151;184
libbb/hash_md5prime.c;0;1;0;194;219
libbb/hash_md5prime.c;0;0 || 1;0;220;246
libbb/hash_md5prime.c;0;0 || 0 || 1;0;247;277
libbb/hash_md5prime.c;0;0 || 0 || 0;0;278;362
libbb/bb_bswap_64.c;1;1;1;1;17
libbb/bb_bswap_64.c;1;0;0;11;15
libbb/find_pid_by_name.c;1;1;1;1;124
loginutils/chpasswd.c;CONFIG_CHPASSWD;1;CONFIG_CHPASSWD;1;116
loginutils/chpasswd.c;CONFIG_CHPASSWD;CONFIG_LONG_OPTS;CONFIG_CHPASSWD || CONFIG_LONG_OPTS;37;43
loginutils/chpasswd.c;CONFIG_CHPASSWD;CONFIG_FEATURE_SHADOWPASSWDS;CONFIG_CHPASSWD || CONFIG_FEATURE_SHADOWPASSWDS;96;101
libbb/getpty.c;1;1;1;1;66
libbb/getpty.c;1;CONFIG_FEATURE_DEVPTS;CONFIG_FEATURE_DEVPTS;16;38
libbb/getpty.c;1;0;CONFIG_FEATURE_DEVPTS || 0;21;29
libbb/getpty.c;1;1;CONFIG_FEATURE_DEVPTS || 1;30;35
libbb/getpty.c;1;!CONFIG_FEATURE_DEVPTS;!CONFIG_FEATURE_DEVPTS;39;62
libbb/get_console.c;1;1;1;1;79
libbb/recursive_action.c;1;1;1;1;182
libbb/recursive_action.c;1;1;1;81;82
libbb/isdirectory.c;1;1;1;1;30
libbb/signals.c;1;1;1;1;131
libbb/percent_decode.c;1;1;1;1;69
libbb/match_fstype.c;CONFIG_MOUNT || CONFIG_UMOUNT;1;CONFIG_MOUNT || CONFIG_UMOUNT;1;41
libbb/missing_syscalls.c;1;1;1;1;41
libbb/missing_syscalls.c;1;1 || 1;1 || 1;10;39
libbb/missing_syscalls.c;1;1;1 || 1 || 1;34;38
libbb/xgetcwd.c;1;1;1;1;43
libbb/chomp.c;1;1;1;1;19
libbb/trim.c;1;1;1;1;38
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;1;190
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;1 || 0;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1 || 0;11;12
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1;22;23
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;CONFIG_FEATURE_IPV6 || 1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || CONFIG_FEATURE_IPV6 || 1;25;26
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;0;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 0;37;39
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1;40;111
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;CONFIG_FEATURE_IPV6 || 1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1 || CONFIG_FEATURE_IPV6 || 1;45;46
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;CONFIG_FEATURE_IPV6;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1 || CONFIG_FEATURE_IPV6;52;53
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;CONFIG_FEATURE_IPV6 || 1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1 || CONFIG_FEATURE_IPV6 || 1;98;107
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;0;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 0;124;126
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1;127;187
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;CONFIG_FEATURE_IPV6 || 1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1 || CONFIG_FEATURE_IPV6 || 1;132;133
libbb/udp_io.c;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6;CONFIG_FEATURE_IPV6 || 1;CONFIG_NC || CONFIG_NETCAT || CONFIG_DNSD || CONFIG_NTPD || CONFIG_TFTP || CONFIG_TFTPD || CONFIG_TCPSVD || CONFIG_UDPSVD || CONFIG_TRACEROUTE || CONFIG_TRACEROUTE6 || 1 || CONFIG_FEATURE_IPV6 || 1;173;184
libbb/get_volsize.c;1;1;1;1;49
libbb/utmp.c;CONFIG_FEATURE_UTMP;1;CONFIG_FEATURE_UTMP;1;147
libbb/utmp.c;CONFIG_FEATURE_UTMP;CONFIG_FEATURE_WTMP;CONFIG_FEATURE_UTMP || CONFIG_FEATURE_WTMP;55;58
libbb/utmp.c;CONFIG_FEATURE_UTMP;CONFIG_FEATURE_WTMP;CONFIG_FEATURE_UTMP || CONFIG_FEATURE_WTMP;127;130
libbb/xfuncs.c;1;1;1;1;426
libbb/xfuncs.c;1;0;0;51;52
libbb/xfuncs.c;1;1;1;73;77
libbb/xfuncs.c;1;1;1;180;217
libbb/xfuncs.c;1;0;0;365;366
libbb/xfuncs.c;1;0;0;368;369
libbb/xfuncs.c;1;0;0;371;372
libbb/run_shell.c;1;1;1;1;109
libbb/run_shell.c;1;CONFIG_SELINUX;CONFIG_SELINUX;31;32
libbb/run_shell.c;1;CONFIG_SELINUX;CONFIG_SELINUX;35;48
libbb/run_shell.c;1;CONFIG_SELINUX;CONFIG_SELINUX;77;87
libbb/run_shell.c;1;CONFIG_FEATURE_CLEAN_UP;CONFIG_SELINUX || CONFIG_FEATURE_CLEAN_UP;81;82
libbb/run_shell.c;1;!CONFIG_FEATURE_CLEAN_UP;CONFIG_SELINUX || !CONFIG_FEATURE_CLEAN_UP;83;84
libbb/xconnect.c;1;1;1;1;598
libbb/xconnect.c;1;CONFIG_IFPLUGD || CONFIG_FEATURE_MDEV_DAEMON || CONFIG_UEVENT;CONFIG_IFPLUGD || CONFIG_FEATURE_MDEV_DAEMON || CONFIG_UEVENT;14;15
libbb/xconnect.c;1;1;1;49;64
libbb/xconnect.c;1;0;0;65;71
libbb/xconnect.c;1;CONFIG_FEATURE_CLEAN_UP;CONFIG_FEATURE_CLEAN_UP;107;108
libbb/xconnect.c;1;!CONFIG_FEATURE_CLEAN_UP;!CONFIG_FEATURE_CLEAN_UP;109;110
libbb/xconnect.c;1;CONFIG_FEATURE_IPV6;CONFIG_FEATURE_IPV6;155;158
libbb/xconnect.c;1;CONFIG_FEATURE_IPV6;CONFIG_FEATURE_IPV6;169;174
libbb/xconnect.c;1;CONFIG_FEATURE_IPV6;CONFIG_FEATURE_IPV6;193;194
libbb/xconnect.c;1;!CONFIG_FEATURE_IPV6;!CONFIG_FEATURE_IPV6;200;201
libbb/xconnect.c;1;1;1;213;214
libbb/xconnect.c;1;0;0;215;216
libbb/xconnect.c;1;1;1;233;234
libbb/xconnect.c;1;0;0;235;236
libbb/xconnect.c;1;1;1;252;253
libbb/xconnect.c;1;0;0;254;255
libbb/xconnect.c;1;1;1;267;268
libbb/xconnect.c;1;0;0;269;270
libbb/xconnect.c;1;CONFIG_FEATURE_IPV6;CONFIG_FEATURE_IPV6;296;297
libbb/xconnect.c;1;CONFIG_FEATURE_IPV6;CONFIG_FEATURE_IPV6;309;321
libbb/xconnect.c;1;CONFIG_FEATURE_PREFER_IPV4_ADDRESS;CONFIG_FEATURE_PREFER_IPV4_ADDRESS;338;347
